Order_ID,Order_Date,Region,City,Product_ID,Product_Name,Category,Product_Tier,Channel,Customer_Segment,Quantity,Unit_Price,Discount_Pct,Sales,Gross_Margin_Pct,Gross_Profit
ORD10020,2025-08-16,East,Patna,P001,Laptop Pro 14,Electronics,Premium,Retail,Consumer,4,90442.92,0.0,361771.67,19.95,72181.68
ORD10021,2024-06-30,East,Kolkata,P005,4K Monitor,Electronics,Premium,Online,Consumer,1,33970.59,10.27,30481.46,16.0,4878.46
ORD10022,2024-06-23,South,Hyderabad,P002,Laptop Air 13,Electronics,Mid,Corporate,Consumer,1,66857.09,17.36,55252.73,15.81,8733.88
ORD10023,2025-11-05,South,Bengaluru,P006,Office Chair,Furniture,Premium,Retail,Consumer,2,18626.55,12.32,32662.24,19.64,6413.87
ORD10024,2025-12-22,North,Lucknow,P006,Office Chair,Furniture,Premium,Online,Consumer,2,18044.84,10.35,32355.84,21.4,6925.26
ORD10025,2025-01-13,East,Kolkata,P001,Laptop Pro 14,Electronics,Premium,Online,SMB,1,95162.84,3.02,92287.0,16.43,15158.83
ORD10026,2023-06-11,North,Lucknow,P008,Desk Lamp,Furniture,Budget,Retail,Enterprise,3,2451.05,13.13,6387.59,30.2,1928.93
ORD10027,2025-12-26,South,Bengaluru,P011,Tablet 10,Electronics,Mid,Online,Consumer,5,24110.78,2.77,117218.99,21.95,25725.24
ORD10028,2024-06-26,West,Mumbai,P009,USB-C Hub,Accessories,Budget,Retail,SMB,2,2233.97,9.52,4042.67,26.96,1089.73
ORD10029,2024-09-30,West,Ahmedabad,P011,Tablet 10,Electronics,Mid,Online,Enterprise,1,23571.39,16.32,19724.82,17.38,3428.77
ORD10030,2025-07-13,North,Delhi,P004,Mechanical Keyboard,Accessories,Mid,Online,Consumer,3,5659.31,12.13,14918.12,26.85,4005.52
ORD10031,2024-04-16,South,Bengaluru,P002,Laptop Air 13,Electronics,Mid,Retail,Consumer,4,63745.86,0.0,254983.43,25.58,65228.87
ORD10032,2023-05-19,North,Jaipur,P002,Laptop Air 13,Electronics,Mid,Online,Consumer,4,66016.71,8.92,240507.26,17.55,42209.29
ORD10033,2025-09-21,South,Hyderabad,P003,Wireless Headphones,Accessories,Mid,Retail,Enterprise,1,7084.43,6.18,6646.55,28.2,1874.21
ORD10034,2025-08-26,South,Chennai,P007,Standing Desk,Furniture,Premium,Online,Consumer,1,27913.11,13.21,24224.95,19.07,4618.6
ORD10035,2025-06-01,East,Bhubaneswar,P007,Standing Desk,Furniture,Premium,Online,SMB,4,28599.48,7.99,105256.74,20.99,22093.91
ORD10036,2023-07-21,North,Jaipur,P012,Smartphone X,Electronics,Premium,Online,Enterprise,3,58084.4,9.39,157883.56,10.78,17013.31
ORD10037,2024-05-24,South,Bengaluru,P009,USB-C Hub,Accessories,Budget,Online,Consumer,5,2228.26,12.32,9768.94,24.15,2359.43
ORD10038,2024-07-24,West,Mumbai,P002,Laptop Air 13,Electronics,Mid,Online,Enterprise,5,63744.16,32.34,215655.12,5.79,12482.58
ORD10039,2023-07-20,North,Lucknow,P009,USB-C Hub,Accessories,Budget,Retail,Enterprise,1,2097.3,21.42,1648.14,19.46,320.67
ORD10040,2024-04-29,South,Chennai,P008,Desk Lamp,Furniture,Budget,Online,Enterprise,1,2444.18,7.74,2254.93,33.14,747.26
ORD10041,2023-05-01,South,Chennai,P001,Laptop Pro 14,Electronics,Premium,Corporate,Consumer,2,95514.09,12.71,166742.1,13.09,21826.02
ORD10042,2025-07-20,East,Bhubaneswar,P012,Smartphone X,Electronics,Premium,Corporate,Enterprise,5,57040.41,18.07,233672.32,9.6,22425.74
ORD10043,2025-09-23,South,Bengaluru,P005,4K Monitor,Electronics,Premium,Online,Consumer,1,32692.6,12.27,28680.42,13.09,3754.16
ORD10044,2023-05-05,East,Kolkata,P001,Laptop Pro 14,Electronics,Premium,Retail,Consumer,1,99192.95,4.49,94734.48,18.26,17295.54
ORD10045,2025-12-23,South,Bengaluru,P009,USB-C Hub,Accessories,Budget,Online,Consumer,4,2301.4,4.03,8834.7,26.47,2338.42
ORD10046,2023-05-20,South,Chennai,P002,Laptop Air 13,Electronics,Mid,Corporate,SMB,1,64614.24,10.24,57997.51,21.74,12607.16
ORD10047,2023-03-23,North,Jaipur,P011,Tablet 10,Electronics,Mid,Retail,Consumer,1,23385.37,0.0,23385.37,22.55,5272.32
ORD10048,2024-06-18,South,Hyderabad,P012,Smartphone X,Electronics,Premium,Online,Consumer,3,60089.85,4.38,172364.76,13.0,22413.82
ORD10049,2023-09-26,East,Bhubaneswar,P006,Office Chair,Furniture,Premium,Corporate,Enterprise,3,17729.9,21.9,41543.41,16.08,6681.41
ORD10050,2023-01-20,West,Ahmedabad,P010,Webcam HD,Accessories,Budget,Corporate,Consumer,4,4577.27,14.27,15697.09,26.28,4125.42
ORD10051,2024-03-12,East,Kolkata,P006,Office Chair,Furniture,Premium,Corporate,Enterprise,3,18093.42,18.81,44069.57,19.25,8482.03
ORD10052,2025-01-26,East,Kolkata,P008,Desk Lamp,Furniture,Budget,Retail,SMB,1,2463.16,3.91,2366.86,37.38,884.71
ORD10053,2025-12-19,North,Lucknow,P009,USB-C Hub,Accessories,Budget,Online,SMB,1,2216.9,14.05,1905.47,23.74,452.29
ORD10054,2023-10-03,East,Kolkata,P002,Laptop Air 13,Electronics,Mid,Retail,Consumer,1,66214.35,8.83,60365.42,20.24,12218.16
ORD10055,2024-07-31,South,Hyderabad,P006,Office Chair,Furniture,Premium,Online,SMB,4,17802.22,16.99,59112.0,17.92,10594.3
ORD10056,2024-06-24,West,Pune,P001,Laptop Pro 14,Electronics,Premium,Online,Consumer,5,94356.28,11.18,419048.96,12.75,53424.18
ORD10057,2024-07-20,North,Delhi,P006,Office Chair,Furniture,Premium,Retail,SMB,5,17461.5,11.42,77335.12,23.11,17868.31
ORD10058,2024-06-20,South,Hyderabad,P008,Desk Lamp,Furniture,Budget,Retail,Consumer,1,2456.3,9.0,2235.19,33.03,738.35
ORD10059,2023-01-20,North,Delhi,P012,Smartphone X,Electronics,Premium,Corporate,Consumer,3,59968.93,18.76,146152.16,6.9,10085.66
ORD10060,2025-01-26,South,Chennai,P003,Wireless Headphones,Accessories,Mid,Online,Consumer,2,6746.59,10.92,12020.09,23.46,2820.17
ORD10061,2023-03-23,East,Kolkata,P011,Tablet 10,Electronics,Mid,Online,Consumer,5,24885.21,11.4,110242.64,18.27,20146.06
ORD10062,2025-04-12,South,Bengaluru,P003,Wireless Headphones,Accessories,Mid,Corporate,SMB,1,6996.76,15.28,5927.64,23.08,1367.88
ORD10063,2025-04-24,North,Delhi,P012,Smartphone X,Electronics,Premium,Corporate,SMB,1,59117.75,21.72,46277.3,6.94,3212.0
ORD10064,2025-04-23,South,Chennai,P003,Wireless Headphones,Accessories,Mid,Retail,Consumer,2,7039.22,6.4,13177.42,28.5,3755.92
ORD10065,2023-03-21,West,Mumbai,P004,Mechanical Keyboard,Accessories,Mid,Retail,Consumer,1,5507.47,8.13,5059.64,34.62,1751.86
ORD10066,2024-09-17,South,Bengaluru,P001,Laptop Pro 14,Electronics,Premium,Retail,Consumer,5,94736.54,7.83,436602.71,17.45,76195.67
ORD10067,2024-07-24,North,Jaipur,P006,Office Chair,Furniture,Premium,Retail,Consumer,2,17763.41,0.0,35526.82,26.63,9462.06
ORD10068,2024-11-09,North,Delhi,P005,4K Monitor,Electronics,Premium,Online,Enterprise,5,31281.27,15.68,131886.88,14.26,18811.33
ORD10069,2024-06-27,North,Delhi,P010,Webcam HD,Accessories,Budget,Online,SMB,8,4468.25,9.67,32289.81,29.21,9433.16
ORD10070,2024-10-04,West,Ahmedabad,P009,USB-C Hub,Accessories,Budget,Online,Enterprise,5,2194.03,10.06,9866.32,24.37,2404.03
ORD10071,2024-01-25,East,Kolkata,P012,Smartphone X,Electronics,Premium,Online,Consumer,8,57793.55,5.2,438326.12,15.36,67322.04
ORD10072,2024-02-08,East,Bhubaneswar,P002,Laptop Air 13,Electronics,Mid,Corporate,Enterprise,2,63654.67,23.31,97627.21,10.63,10377.58
ORD10073,2024-10-04,North,Lucknow,P005,4K Monitor,Electronics,Premium,Online,SMB,5,32132.87,14.62,137175.85,12.12,16629.18
ORD10074,2024-10-30,West,Ahmedabad,P005,4K Monitor,Electronics,Premium,Retail,Consumer,1,32516.3,4.79,30959.07,21.83,6758.22
ORD10075,2025-02-15,South,Hyderabad,P010,Webcam HD,Accessories,Budget,Online,Consumer,2,4662.49,2.21,9118.79,34.38,3134.93
ORD10076,2023-01-01,East,Bhubaneswar,P004,Mechanical Keyboard,Accessories,Mid,Online,SMB,3,5634.96,9.38,15318.68,30.43,4662.17
ORD10077,2024-10-21,West,Pune,P008,Desk Lamp,Furniture,Budget,Retail,Consumer,3,2395.96,4.73,6847.61,35.39,2423.05
ORD10078,2023-12-14,North,Jaipur,P009,USB-C Hub,Accessories,Budget,Retail,SMB,2,2220.16,7.81,4093.36,24.01,982.84
ORD10079,2023-07-11,South,Hyderabad,P005,4K Monitor,Electronics,Premium,Online,Consumer,1,32764.11,9.72,29580.12,14.88,4401.76
ORD10080,2023-02-20,North,Delhi,P008,Desk Lamp,Furniture,Budget,Retail,SMB,1,2466.86,8.27,2262.89,32.03,724.7
ORD10081,2025-07-21,West,Ahmedabad,P010,Webcam HD,Accessories,Budget,Online,SMB,1,4383.54,9.52,3966.29,27.77,1101.37
ORD10082,2025-10-09,West,Mumbai,P003,Wireless Headphones,Accessories,Mid,Retail,Consumer,2,7090.05,0.61,14093.67,33.83,4768.32
ORD10083,2023-08-07,West,Mumbai,P003,Wireless Headphones,Accessories,Mid,Retail,SMB,1,6961.33,5.49,6578.84,30.08,1979.15
ORD10084,2025-08-09,North,Lucknow,P004,Mechanical Keyboard,Accessories,Mid,Corporate,Consumer,1,5462.18,19.41,4402.04,20.18,888.41
ORD10085,2023-10-01,West,Ahmedabad,P009,USB-C Hub,Accessories,Budget,Corporate,SMB,3,2217.12,18.59,5414.57,25.32,1370.7
ORD10086,2025-06-25,West,Ahmedabad,P008,Desk Lamp,Furniture,Budget,Corporate,SMB,1,2399.6,21.04,1894.77,26.8,507.71
ORD10087,2025-08-30,West,Pune,P004,Mechanical Keyboard,Accessories,Mid,Retail,Consumer,2,5410.02,1.22,10687.58,32.93,3519.93
ORD10088,2025-12-03,West,Ahmedabad,P004,Mechanical Keyboard,Accessories,Mid,Online,Consumer,5,5826.47,8.42,26678.99,32.19,8589.13
ORD10089,2024-08-08,South,Chennai,P006,Office Chair,Furniture,Premium,Online,Consumer,2,17377.74,6.06,32649.4,26.33,8597.98
ORD10090,2023-10-11,South,Bengaluru,P007,Standing Desk,Furniture,Premium,Retail,SMB,3,27544.55,14.59,70575.44,16.1,11360.79
ORD10091,2023-05-12,West,Pune,P006,Office Chair,Furniture,Premium,Online,Consumer,1,17626.07,10.22,15824.98,22.87,3618.66
ORD10092,2024-02-28,West,Pune,P010,Webcam HD,Accessories,Budget,Corporate,Consumer,1,4435.11,15.77,3735.52,26.68,996.79
ORD10093,2025-02-18,West,Mumbai,P006,Office Chair,Furniture,Premium,Online,Consumer,3,18244.51,2.49,53371.94,25.44,13577.32
ORD10094,2025-05-08,South,Chennai,P004,Mechanical Keyboard,Accessories,Mid,Online,Consumer,2,5436.94,12.57,9507.28,27.54,2617.9
ORD10095,2025-03-07,East,Patna,P011,Tablet 10,Electronics,Mid,Retail,SMB,3,23033.4,18.53,56298.0,12.54,7061.32
ORD10096,2025-08-15,South,Hyderabad,P009,USB-C Hub,Accessories,Budget,Online,Consumer,1,2166.89,8.17,1989.93,26.88,534.83
ORD10097,2023-02-25,North,Lucknow,P007,Standing Desk,Furniture,Premium,Online,Consumer,4,27857.87,12.6,97394.65,18.74,18251.57
ORD10098,2023-04-13,East,Bhubaneswar,P006,Office Chair,Furniture,Premium,Online,Consumer,2,18219.62,7.28,33785.71,26.84,9067.78
ORD10099,2025-02-15,East,Bhubaneswar,P005,4K Monitor,Electronics,Premium,Retail,Consumer,2,31653.95,3.81,60898.55,20.62,12555.36
ORD10100,2023-04-17,East,Kolkata,P011,Tablet 10,Electronics,Mid,Online,Enterprise,4,23849.93,13.11,82897.03,18.13,15032.41
ORD10101,2023-03-24,North,Delhi,P004,Mechanical Keyboard,Accessories,Mid,Retail,SMB,2,5730.51,6.08,10763.86,32.24,3470.58
ORD10102,2024-05-03,South,Chennai,P011,Tablet 10,Electronics,Mid,Online,Enterprise,4,24099.12,14.01,82887.42,16.32,13524.21
ORD10103,2025-08-10,East,Bhubaneswar,P003,Wireless Headphones,Accessories,Mid,Retail,Enterprise,1,7218.28,13.29,6258.81,26.43,1654.08
ORD10104,2023-08-23,South,Chennai,P002,Laptop Air 13,Electronics,Mid,Retail,Enterprise,2,66349.3,11.37,117611.76,16.21,19060.12
ORD10105,2025-02-07,West,Ahmedabad,P004,Mechanical Keyboard,Accessories,Mid,Online,SMB,1,5555.28,16.79,4622.33,25.14,1161.95
ORD10106,2024-05-12,North,Lucknow,P005,4K Monitor,Electronics,Premium,Corporate,SMB,1,33029.58,19.73,26512.47,10.35,2743.39
ORD10107,2023-09-05,North,Jaipur,P009,USB-C Hub,Accessories,Budget,Online,Consumer,1,2253.55,14.34,1930.45,24.61,475.07
ORD10108,2025-11-02,East,Kolkata,P007,Standing Desk,Furniture,Premium,Retail,Consumer,2,26754.9,10.54,47870.55,21.9,10482.02
ORD10109,2025-01-11,West,Ahmedabad,P003,Wireless Headphones,Accessories,Mid,Online,SMB,2,7462.63,10.81,13311.47,25.69,3419.46
ORD10110,2024-07-07,West,Pune,P007,Standing Desk,Furniture,Premium,Retail,SMB,6,29317.42,6.21,164978.86,24.01,39604.23
ORD10111,2024-10-22,South,Bengaluru,P005,4K Monitor,Electronics,Premium,Corporate,Consumer,5,32875.35,16.25,137664.29,10.02,13787.97
ORD10112,2025-08-09,West,Pune,P001,Laptop Pro 14,Electronics,Premium,Online,Consumer,1,97543.62,16.88,81075.35,9.67,7836.19
ORD10113,2025-09-25,South,Chennai,P005,4K Monitor,Electronics,Premium,Online,Enterprise,1,30676.11,10.45,27471.83,17.74,4872.59
ORD10114,2024-07-19,North,Lucknow,P004,Mechanical Keyboard,Accessories,Mid,Online,SMB,2,5293.37,10.33,9493.14,28.85,2738.7
ORD10115,2025-09-27,South,Hyderabad,P008,Desk Lamp,Furniture,Budget,Retail,Consumer,1,2417.55,5.97,2273.22,36.16,822.1
ORD10116,2023-02-05,North,Jaipur,P004,Mechanical Keyboard,Accessories,Mid,Online,Consumer,3,5360.14,9.29,14586.13,30.82,4495.32
ORD10117,2025-01-25,West,Ahmedabad,P009,USB-C Hub,Accessories,Budget,Online,Enterprise,2,2203.26,26.58,3235.26,15.41,498.42
ORD10118,2024-11-08,East,Patna,P008,Desk Lamp,Furniture,Budget,Online,Consumer,2,2660.62,9.89,4794.89,30.57,1465.65
ORD10119,2023-09-05,South,Chennai,P002,Laptop Air 13,Electronics,Mid,Retail,Enterprise,1,67443.99,9.85,60799.0,13.81,8395.93
ORD10120,2024-01-15,South,Bengaluru,P012,Smartphone X,Electronics,Premium,Online,SMB,2,58420.27,14.91,99417.54,9.34,9285.44
ORD10121,2025-12-10,East,Kolkata,P004,Mechanical Keyboard,Accessories,Mid,Online,Consumer,2,5740.94,5.0,10907.5,33.93,3701.23
ORD10122,2024-09-11,North,Lucknow,P009,USB-C Hub,Accessories,Budget,Online,Consumer,1,2161.25,15.72,1821.46,20.04,365.06
ORD10123,2023-04-22,East,Patna,P003,Wireless Headphones,Accessories,Mid,Retail,SMB,1,6977.19,6.44,6527.55,29.36,1916.26
ORD10124,2023-07-30,North,Lucknow,P005,4K Monitor,Electronics,Premium,Online,Consumer,1,32651.09,5.26,30933.53,17.41,5386.79
ORD10125,2024-01-13,North,Jaipur,P008,Desk Lamp,Furniture,Budget,Online,Consumer,4,2480.65,12.67,8665.52,31.62,2739.96
ORD10126,2025-10-04,North,Lucknow,P011,Tablet 10,Electronics,Mid,Retail,Consumer,4,24789.46,0.37,98790.97,19.64,19403.45
ORD10127,2024-09-14,North,Delhi,P002,Laptop Air 13,Electronics,Mid,Retail,Consumer,2,67756.74,0.0,135513.48,24.38,33037.96
ORD10128,2024-04-07,West,Pune,P008,Desk Lamp,Furniture,Budget,Online,SMB,2,2560.74,9.56,4631.62,32.68,1513.78
ORD10129,2025-05-28,East,Patna,P010,Webcam HD,Accessories,Budget,Online,Enterprise,2,4307.61,16.39,7203.6,22.56,1625.24
ORD10130,2023-07-23,South,Hyderabad,P004,Mechanical Keyboard,Accessories,Mid,Online,Consumer,3,5425.78,13.34,14105.19,26.26,3703.95
ORD10131,2024-05-06,South,Hyderabad,P002,Laptop Air 13,Electronics,Mid,Online,Consumer,1,65896.78,2.67,64139.42,26.14,16768.15
ORD10132,2025-08-20,East,Kolkata,P004,Mechanical Keyboard,Accessories,Mid,Online,Consumer,2,5535.2,13.23,9605.89,29.49,2833.05
ORD10133,2025-07-18,North,Lucknow,P004,Mechanical Keyboard,Accessories,Mid,Corporate,SMB,2,5610.91,15.29,9506.16,27.28,2593.45
ORD10134,2024-02-10,West,Mumbai,P009,USB-C Hub,Accessories,Budget,Online,Consumer,1,2228.47,0.0,2228.47,28.69,639.43
ORD10135,2024-06-28,South,Bengaluru,P001,Laptop Pro 14,Electronics,Premium,Online,Consumer,1,96379.93,3.55,92962.91,15.31,14229.67
ORD10136,2024-08-14,West,Mumbai,P008,Desk Lamp,Furniture,Budget,Retail,SMB,2,2440.66,2.41,4763.83,41.41,1972.91
ORD10137,2024-07-11,West,Pune,P002,Laptop Air 13,Electronics,Mid,Retail,Enterprise,3,65198.27,8.41,179146.0,23.98,42964.33
ORD10138,2024-10-22,East,Kolkata,P002,Laptop Air 13,Electronics,Mid,Online,SMB,2,65292.25,9.57,118090.52,18.14,21415.73
ORD10139,2023-02-12,East,Patna,P001,Laptop Pro 14,Electronics,Premium,Retail,Consumer,3,96264.91,8.25,264972.58,13.51,35784.93
ORD10140,2025-11-28,West,Pune,P003,Wireless Headphones,Accessories,Mid,Corporate,Consumer,2,6986.97,20.18,11153.63,22.02,2455.67
ORD10141,2025-10-04,North,Jaipur,P006,Office Chair,Furniture,Premium,Online,Consumer,2,18278.4,13.68,31557.6,22.79,7193.23
ORD10142,2023-08-03,South,Chennai,P007,Standing Desk,Furniture,Premium,Retail,Consumer,3,28572.94,10.78,76478.38,19.31,14769.47
ORD10143,2025-03-31,North,Jaipur,P002,Laptop Air 13,Electronics,Mid,Online,Consumer,1,66711.37,5.14,63285.58,21.1,13356.05
ORD10144,2025-04-07,North,Lucknow,P009,USB-C Hub,Accessories,Budget,Online,Consumer,4,2122.72,13.07,7381.38,23.72,1750.51
ORD10145,2025-11-27,East,Patna,P008,Desk Lamp,Furniture,Budget,Retail,SMB,1,2579.87,1.31,2546.1,36.81,937.23
ORD10146,2024-02-21,East,Patna,P003,Wireless Headphones,Accessories,Mid,Corporate,Consumer,3,7151.86,16.61,17892.36,23.38,4182.4
ORD10147,2025-09-19,North,Delhi,P011,Tablet 10,Electronics,Mid,Retail,Consumer,2,24639.29,6.37,46139.39,18.57,8565.88
ORD10148,2023-11-21,East,Patna,P001,Laptop Pro 14,Electronics,Premium,Retail,Consumer,5,98751.48,12.34,432817.57,12.27,53109.82
ORD10149,2023-08-21,West,Mumbai,P011,Tablet 10,Electronics,Mid,Retail,Consumer,1,23448.81,0.0,23448.81,21.19,4969.4
ORD10150,2024-08-20,East,Bhubaneswar,P008,Desk Lamp,Furniture,Budget,Corporate,Consumer,1,2379.15,12.54,2080.68,28.93,601.88
ORD10151,2023-10-24,West,Mumbai,P010,Webcam HD,Accessories,Budget,Online,Enterprise,4,4475.93,19.43,14425.11,23.22,3350.2
ORD10152,2023-05-23,East,Bhubaneswar,P006,Office Chair,Furniture,Premium,Corporate,Consumer,3,18074.9,19.04,43902.12,18.42,8085.12
ORD10153,2023-01-06,East,Patna,P005,4K Monitor,Electronics,Premium,Retail,SMB,2,31520.86,3.67,60727.4,20.98,12740.96
ORD10154,2025-09-29,South,Chennai,P009,USB-C Hub,Accessories,Budget,Online,Consumer,1,2179.46,7.2,2022.61,23.93,483.99
ORD10155,2025-02-11,West,Pune,P004,Mechanical Keyboard,Accessories,Mid,Corporate,Consumer,2,5587.03,13.51,9663.88,27.93,2699.32
ORD10156,2025-02-23,South,Chennai,P001,Laptop Pro 14,Electronics,Premium,Online,Consumer,2,94138.98,3.18,182292.32,19.3,35186.62
ORD10157,2025-02-19,West,Ahmedabad,P011,Tablet 10,Electronics,Mid,Corporate,Consumer,3,24650.17,18.45,60309.78,11.32,6829.38
ORD10158,2023-03-17,South,Hyderabad,P010,Webcam HD,Accessories,Budget,Online,Consumer,2,4496.27,10.47,8050.91,31.47,2533.7
ORD10159,2025-06-20,North,Lucknow,P008,Desk Lamp,Furniture,Budget,Online,Consumer,1,2433.7,13.13,2114.24,24.52,518.31
ORD10160,2023-11-13,North,Jaipur,P005,4K Monitor,Electronics,Premium,Online,SMB,4,32467.14,6.08,121967.37,18.01,21962.76
ORD10161,2023-06-14,East,Patna,P009,USB-C Hub,Accessories,Budget,Online,Consumer,8,2226.43,7.08,16550.64,25.44,4210.51
ORD10162,2025-09-26,North,Lucknow,P002,Laptop Air 13,Electronics,Mid,Online,SMB,2,65046.71,6.25,121963.9,22.86,27886.16
ORD10163,2024-08-11,South,Hyderabad,P002,Laptop Air 13,Electronics,Mid,Online,Consumer,1,62579.74,13.68,54018.9,16.52,8924.15
ORD10164,2023-07-25,West,Mumbai,P012,Smartphone X,Electronics,Premium,Online,Consumer,2,57553.72,10.4,103130.74,12.67,13068.55
ORD10165,2024-10-26,North,Jaipur,P006,Office Chair,Furniture,Premium,Online,Consumer,4,18183.83,10.79,64887.21,21.73,14100.03
ORD10166,2025-12-23,West,Ahmedabad,P011,Tablet 10,Electronics,Mid,Retail,Consumer,1,22914.02,4.18,21956.45,22.44,4926.71
ORD10167,2023-06-11,West,Ahmedabad,P011,Tablet 10,Electronics,Mid,Online,Enterprise,1,23684.52,16.65,19740.58,13.61,2685.82
ORD10168,2023-10-21,South,Chennai,P011,Tablet 10,Electronics,Mid,Online,Consumer,3,23262.08,0.84,69199.04,22.22,15374.15
ORD10169,2023-01-20,West,Pune,P011,Tablet 10,Electronics,Mid,Online,Consumer,3,24786.33,15.05,63169.19,14.32,9047.77
ORD10170,2024-12-08,East,Patna,P007,Standing Desk,Furniture,Premium,Retail,Consumer,4,27968.09,0.84,110934.1,24.98,27707.71
ORD10171,2024-09-10,South,Chennai,P008,Desk Lamp,Furniture,Budget,Online,Consumer,2,2485.66,10.33,4457.59,34.03,1516.8
ORD10172,2025-01-05,East,Patna,P005,4K Monitor,Electronics,Premium,Online,SMB,2,32274.18,8.46,59089.76,18.17,10737.21
ORD10173,2025-03-21,East,Kolkata,P010,Webcam HD,Accessories,Budget,Corporate,SMB,4,4555.28,21.62,14281.47,20.25,2892.42
ORD10174,2023-04-11,West,Pune,P004,Mechanical Keyboard,Accessories,Mid,Retail,Consumer,1,5313.24,5.78,5006.34,31.25,1564.69
ORD10175,2024-01-25,East,Patna,P012,Smartphone X,Electronics,Premium,Retail,SMB,1,58818.82,0.0,58818.82,16.86,9915.51
ORD10176,2023-10-08,North,Lucknow,P011,Tablet 10,Electronics,Mid,Online,SMB,1,23896.18,14.48,20435.8,13.8,2819.49
ORD10177,2023-03-10,East,Patna,P003,Wireless Headphones,Accessories,Mid,Online,Consumer,2,7074.46,13.54,12233.7,22.81,2791.07
ORD10178,2025-04-30,South,Bengaluru,P003,Wireless Headphones,Accessories,Mid,Retail,Enterprise,2,7420.35,10.79,13240.09,26.03,3446.05
ORD10179,2025-01-19,East,Kolkata,P005,4K Monitor,Electronics,Premium,Corporate,Enterprise,2,30366.61,21.94,47409.74,9.49,4498.87
ORD10180,2024-08-27,East,Kolkata,P008,Desk Lamp,Furniture,Budget,Corporate,Consumer,1,2488.81,12.93,2166.98,29.57,640.79
ORD10181,2024-04-07,West,Ahmedabad,P006,Office Chair,Furniture,Premium,Online,Consumer,1,18280.49,14.45,15638.96,19.16,2997.1
ORD10182,2024-06-25,North,Jaipur,P006,Office Chair,Furniture,Premium,Retail,SMB,1,18815.39,4.0,18063.23,26.45,4776.93
ORD10183,2025-02-19,East,Kolkata,P011,Tablet 10,Electronics,Mid,Online,Consumer,5,24570.09,10.52,109932.22,16.86,18534.81
ORD10184,2024-11-02,South,Hyderabad,P002,Laptop Air 13,Electronics,Mid,Retail,Consumer,3,63323.69,11.93,167311.79,16.49,27584.69
ORD10185,2024-09-10,West,Mumbai,P003,Wireless Headphones,Accessories,Mid,Online,Consumer,5,7098.75,4.92,33745.75,28.39,9579.51
